s_id,p_id,value,currency,stock,score
SHOP0202,P00759,14.26,EUR,294,4.2
SHOP0265,P00712,326.3,EUR,305,0.5
SHOP0390,P00406,746.65,GBP,42,3.0
SHOP0368,P00414,767.91,TRY,463,0.9
SHOP0184,P00526,245.4,GBP,289,3.3
SHOP0027,P00130,515.48,TRY,295,4.6
SHOP0140,P00868,357.64,GBP,25,4.2
SHOP0225,P00863,24.12,USD,404,2.0
SHOP0419,P00582,905.56,GBP,333,1.0
SHOP0117,P00133,377.29,GBP,323,3.6
SHOP0016,P00446,823.27,GBP,327,1.8
SHOP0174,P00518,748.96,EUR,147,4.0
SHOP0221,P00999,944.6,GBP,429,2.2
SHOP0191,P00140,704.08,USD,53,4.0
SHOP0267,P00489,66.26,TRY,200,2.3
SHOP0023,P00621,755.83,EUR,273,4.7
SHOP0394,P00400,290.85,TRY,246,4.6
SHOP0043,P00563,879.54,TRY,328,4.7
SHOP0306,P00726,834.19,TRY,224,4.4
SHOP0299,P00897,870.82,TRY,297,2.8
SHOP0223,P00943,887.68,TRY,477,1.8
SHOP0266,P00154,10.08,GBP,332,2.5
SHOP0254,P00234,216.51,GBP,21,1.2
SHOP0290,P00983,592.56,USD,22,2.8
SHOP0434,P00627,146.93,TRY,236,4.7
SHOP0390,P00939,968.43,TRY,347,2.6
SHOP0383,P00356,818.72,USD,274,3.5
SHOP0359,P00797,486.67,USD,131,4.6
SHOP0378,P00749,386.06,USD,428,1.2
SHOP0295,P00944,794.19,GBP,266,4.6
SHOP0375,P00030,441.25,USD,229,1.9
SHOP0318,P00103,157.58,TRY,293,2.8
SHOP0116,P00295,742.58,GBP,423,4.6
SHOP0306,P00613,570.59,TRY,133,2.8
SHOP0079,P00744,636.89,USD,76,4.9
SHOP0224,P00758,353.89,USD,139,0.9
SHOP0171,P00594,481.84,EUR,353,3.1
SHOP0447,P00173,797.74,GBP,464,1.4
SHOP0150,P00741,887.24,TRY,494,1.2
SHOP0491,P00437,207.35,GBP,40,4.4
SHOP0424,P00739,404.98,USD,477,0.3
SHOP0252,P00314,933.48,TRY,103,3.2
SHOP0249,P00877,912.85,USD,295,3.9
SHOP0054,P00274,863.78,GBP,310,0.5
SHOP0253,P00502,830.01,EUR,20,3.3
SHOP0094,P00079,294.99,TRY,494,4.2
SHOP0251,P00635,371.7,GBP,57,0.0
SHOP0377,P00813,947.48,GBP,255,4.2
SHOP0367,P00716,682.91,GBP,59,3.3
SHOP0198,P00261,105.46,USD,68,3.5
SHOP0115,P00228,809.06,USD,430,4.1
SHOP0033,P00836,697.63,TRY,495,0.9
SHOP0210,P00752,545.28,EUR,288,1.4
SHOP0424,P00313,584.8,TRY,210,1.0
SHOP0102,P00527,845.8,EUR,131,0.1
SHOP0167,P00530,800.04,EUR,141,3.6
SHOP0278,P00675,459.9,EUR,300,4.9
SHOP0483,P00244,301.04,GBP,478,4.7
SHOP0466,P00661,439.96,GBP,492,3.4
SHOP0133,P00362,845.18,TRY,318,2.4
SHOP0459,P00987,605.88,EUR,50,2.7
SHOP0088,P00759,930.7,USD,154,3.2
SHOP0413,P00633,725.16,EUR,337,4.1
SHOP0099,P00346,323.87,EUR,257,2.5
SHOP0229,P00990,543.86,USD,79,0.3
SHOP0111,P00207,400.85,GBP,232,4.4
SHOP0398,P00621,857.0,EUR,410,1.9
SHOP0107,P00628,218.98,EUR,321,3.8
SHOP0395,P00377,148.39,TRY,321,2.7
SHOP0212,P00648,723.23,EUR,272,0.3
SHOP0077,P00276,550.86,USD,255,3.3
SHOP0041,P00166,896.57,USD,27,1.8
SHOP0002,P00111,35.83,USD,44,3.6
SHOP0135,P00787,518.48,GBP,222,4.5
SHOP0300,P00204,421.9,EUR,220,2.7
SHOP0310,P00510,516.7,USD,407,2.6
SHOP0000,P00393,257.29,USD,148,0.6
SHOP0339,P00535,296.31,TRY,209,4.2
SHOP0196,P00447,333.01,TRY,15,4.8
SHOP0269,P00809,444.48,TRY,373,2.7
SHOP0337,P00167,202.48,EUR,278,2.3
SHOP0316,P00546,596.55,TRY,167,2.6
SHOP0234,P00577,245.12,GBP,226,1.8
SHOP0359,P00393,828.13,TRY,272,4.5
SHOP0171,P00749,563.62,TRY,217,2.8
SHOP0040,P00688,620.19,GBP,309,0.0
SHOP0171,P00884,919.39,EUR,436,1.1
SHOP0068,P00912,169.44,USD,385,4.9
SHOP0368,P00765,927.36,EUR,249,2.5
SHOP0225,P00167,551.88,TRY,118,2.4
SHOP0386,P00476,580.3,GBP,439,3.5
SHOP0068,P00721,880.83,TRY,421,4.4
SHOP0475,P00596,521.01,USD,119,1.1
SHOP0001,P00213,890.7,USD,341,3.0
SHOP0064,P00129,966.39,TRY,258,2.2
SHOP0433,P00314,518.68,EUR,152,2.9
SHOP0029,P00939,895.6,TRY,374,0.7
SHOP0442,P00479,49.83,USD,183,4.5
SHOP0268,P00487,941.71,EUR,186,1.4
SHOP0082,P00320,92.98,TRY,68,2.7
SHOP0284,P00707,95.25,GBP,320,3.4
SHOP0111,P00053,654.91,USD,358,1.0
SHOP0232,P00445,887.32,TRY,376,3.7
SHOP0299,P00681,379.03,USD,386,4.7
SHOP0236,P00651,511.68,USD,399,3.2
SHOP0228,P00415,455.51,USD,425,0.1
SHOP0160,P00811,402.27,USD,111,2.6
SHOP0333,P00206,776.03,EUR,177,1.0
SHOP0092,P00748,33.18,USD,311,3.5
SHOP0444,P00818,939.25,GBP,384,1.6
SHOP0204,P00407,914.9,EUR,151,3.1
SHOP0486,P00253,377.21,EUR,498,2.7
SHOP0293,P00938,706.62,GBP,266,1.2
SHOP0224,P00603,325.45,GBP,302,3.8
SHOP0279,P00362,284.15,TRY,195,4.9
SHOP0123,P00085,348.59,GBP,169,4.6
SHOP0318,P00817,936.9,TRY,262,2.5
SHOP0236,P00807,830.89,USD,379,0.7
SHOP0046,P00298,689.63,GBP,84,2.5
SHOP0351,P00573,465.57,USD,237,3.3
SHOP0143,P00207,537.66,EUR,59,2.5
SHOP0458,P00375,970.08,USD,63,1.3
SHOP0336,P00615,318.02,TRY,374,2.5
SHOP0136,P00195,382.93,TRY,141,0.3
SHOP0247,P00384,85.72,EUR,251,5.0
SHOP0339,P00780,512.05,USD,12,3.6
SHOP0326,P00987,29.14,USD,193,3.0
SHOP0345,P00711,868.29,EUR,166,3.7
SHOP0059,P00785,306.49,EUR,403,0.6
SHOP0345,P00514,877.46,EUR,128,4.3
SHOP0211,P00427,336.46,TRY,455,2.8
SHOP0422,P00518,993.48,TRY,7,4.4
SHOP0319,P00355,589.55,USD,155,0.4
SHOP0247,P00903,997.32,EUR,313,0.0
SHOP0455,P00938,643.82,TRY,167,0.2
SHOP0009,P00579,409.1,TRY,34,0.3
SHOP0320,P00981,631.05,EUR,481,0.2
SHOP0301,P00991,60.7,USD,258,1.2
SHOP0424,P00385,372.43,GBP,307,1.3
SHOP0346,P00742,609.23,GBP,120,2.5
SHOP0077,P00994,888.6,EUR,250,2.9
SHOP0414,P00951,670.09,USD,218,1.1
SHOP0446,P00144,330.48,TRY,134,3.7
SHOP0391,P00101,927.87,USD,18,3.6
SHOP0295,P00991,855.74,EUR,302,1.8
SHOP0415,P00807,83.27,EUR,271,1.0
SHOP0423,P00632,629.08,USD,367,0.3
SHOP0098,P00742,54.75,TRY,440,4.3
SHOP0462,P00022,460.16,TRY,413,1.3
SHOP0450,P00299,774.88,TRY,481,0.9
SHOP0010,P00049,618.48,EUR,260,0.1
SHOP0072,P00048,599.61,TRY,446,1.9
SHOP0211,P00297,477.98,EUR,185,3.9
SHOP0027,P00985,674.46,USD,270,2.4
SHOP0357,P00729,112.56,GBP,468,1.1
SHOP0329,P00539,820.05,GBP,36,0.2
SHOP0492,P00389,82.2,USD,23,3.2
SHOP0093,P00448,711.24,EUR,37,0.3
SHOP0075,P00238,600.88,TRY,489,0.2
SHOP0049,P00068,730.68,EUR,322,0.8
SHOP0316,P00201,70.05,TRY,220,4.3
SHOP0105,P00400,913.32,GBP,103,1.9
SHOP0352,P00244,260.03,USD,386,1.7
SHOP0043,P00568,22.91,GBP,124,1.9
SHOP0234,P00539,272.09,GBP,23,0.2
SHOP0154,P00301,647.7,TRY,445,3.7
SHOP0414,P00962,419.76,GBP,168,4.3
SHOP0216,P00133,786.44,GBP,225,3.8
SHOP0361,P00282,876.41,GBP,41,3.0
SHOP0130,P00471,743.02,TRY,143,3.8
SHOP0486,P00508,75.57,EUR,389,1.2
SHOP0273,P00641,782.92,EUR,94,3.6
SHOP0123,P00486,107.34,EUR,442,0.6
SHOP0002,P00452,201.6,EUR,8,4.8
SHOP0057,P00498,915.87,USD,382,0.9
SHOP0239,P00184,109.39,EUR,323,1.2
SHOP0036,P00557,418.5,GBP,436,3.0
SHOP0341,P00552,251.02,TRY,139,1.1
SHOP0481,P00411,827.27,TRY,194,2.2
SHOP0183,P00318,685.35,USD,313,4.4
SHOP0190,P00716,732.15,GBP,476,4.2
SHOP0090,P00716,118.23,EUR,269,3.5
SHOP0239,P00615,468.52,GBP,76,3.8
SHOP0495,P00396,511.57,GBP,132,3.5
SHOP0173,P00126,858.13,GBP,184,2.3
SHOP0282,P00021,122.18,GBP,140,2.5
SHOP0177,P00010,15.38,GBP,184,0.2
SHOP0135,P00719,715.65,TRY,322,0.3
SHOP0300,P00108,691.47,TRY,110,0.8
SHOP0021,P00515,261.38,EUR,95,2.9
SHOP0034,P00510,164.16,TRY,59,4.4
SHOP0236,P00290,334.16,GBP,320,4.2
SHOP0062,P00419,136.17,TRY,289,1.4
SHOP0397,P00017,428.55,EUR,276,2.0
SHOP0451,P00586,835.75,GBP,440,0.6
SHOP0418,P00544,40.93,GBP,239,4.4
SHOP0409,P00925,304.42,GBP,154,0.2
SHOP0088,P00314,529.75,USD,264,1.5
SHOP0244,P00317,224.67,TRY,319,4.8
SHOP0366,P00240,684.01,EUR,42,0.9
SHOP0125,P00601,927.67,USD,15,2.6
SHOP0294,P00136,41.49,TRY,240,0.7
SHOP0436,P00259,17.52,TRY,92,1.5
SHOP0272,P00254,484.2,EUR,129,2.1
SHOP0207,P00799,741.81,USD,438,0.6
SHOP0029,P00164,103.95,EUR,10,1.3
SHOP0443,P00816,77.38,TRY,440,1.9
SHOP0199,P00620,247.77,TRY,278,1.4
SHOP0101,P00950,588.17,EUR,77,3.5
SHOP0428,P00548,400.51,EUR,45,3.2
SHOP0261,P00131,546.71,GBP,496,1.4
SHOP0395,P00276,457.12,TRY,300,4.9
SHOP0012,P00156,108.15,EUR,255,4.0
SHOP0492,P00895,620.73,GBP,140,3.9
SHOP0115,P00093,499.16,GBP,160,0.2
SHOP0151,P00253,754.15,EUR,111,1.2
SHOP0058,P00248,201.46,USD,471,4.7
SHOP0491,P00300,172.66,TRY,313,1.2
SHOP0414,P00898,629.13,EUR,11,0.5
SHOP0436,P00636,519.47,USD,199,3.7
SHOP0472,P00473,890.05,GBP,291,0.1
SHOP0028,P00274,128.49,GBP,356,0.2
SHOP0390,P00490,322.31,EUR,105,0.3
SHOP0357,P00345,890.34,GBP,357,0.6
SHOP0063,P00857,834.87,EUR,465,0.6
SHOP0332,P00618,918.25,EUR,75,1.9
SHOP0487,P00921,586.03,GBP,318,3.2
SHOP0107,P00689,627.73,TRY,219,0.1
SHOP0346,P00249,137.69,GBP,25,2.0
SHOP0288,P00850,694.25,GBP,446,1.9
SHOP0034,P00561,225.52,EUR,187,0.4
SHOP0498,P00961,815.74,USD,287,2.9
SHOP0432,P00796,879.47,USD,17,1.6
SHOP0140,P00487,793.49,EUR,417,1.0
SHOP0415,P00804,60.48,EUR,370,0.2
SHOP0344,P00999,297.35,GBP,309,1.7
SHOP0131,P00999,699.54,TRY,39,0.0
SHOP0229,P00761,393.09,TRY,45,3.3
SHOP0348,P00000,401.37,EUR,293,0.6
SHOP0127,P00290,930.95,GBP,214,0.3
SHOP0470,P00028,602.71,USD,322,2.8
SHOP0267,P00056,26.46,GBP,51,4.3
SHOP0089,P00284,228.18,EUR,352,3.0
SHOP0051,P00023,333.97,GBP,63,0.3
SHOP0008,P00769,839.26,EUR,33,0.9
SHOP0005,P00550,737.23,EUR,410,3.1
SHOP0346,P00161,289.36,TRY,59,0.5
SHOP0001,P00691,410.72,USD,91,2.8
SHOP0002,P00351,846.83,TRY,440,0.9
SHOP0288,P00032,209.97,USD,179,1.1
SHOP0084,P00979,691.78,GBP,221,0.9
SHOP0224,P00846,23.89,EUR,239,3.4
SHOP0470,P00832,406.39,GBP,286,4.8
SHOP0043,P00341,103.1,TRY,265,4.8
SHOP0320,P00703,679.9,USD,481,3.7
SHOP0100,P00173,393.97,TRY,327,4.4
SHOP0277,P00995,542.71,GBP,320,4.7
SHOP0315,P00177,194.54,TRY,286,1.6
SHOP0121,P00979,246.73,EUR,363,3.0
SHOP0291,P00537,506.48,TRY,480,3.4
SHOP0336,P00130,643.03,TRY,258,0.5
SHOP0337,P00169,509.71,USD,366,4.1
SHOP0136,P00798,308.14,GBP,418,0.5
SHOP0308,P00668,566.8,GBP,295,3.1
SHOP0377,P00004,227.9,USD,266,2.5
SHOP0335,P00649,972.13,USD,346,1.2
SHOP0179,P00982,840.05,TRY,24,0.5
SHOP0124,P00097,751.86,TRY,396,1.3
SHOP0062,P00815,561.23,USD,412,0.3
SHOP0060,P00062,435.14,GBP,150,2.9
SHOP0248,P00181,573.28,TRY,115,0.4
SHOP0081,P00787,716.16,USD,194,4.5
SHOP0269,P00509,260.1,GBP,120,0.4
SHOP0274,P00710,754.48,EUR,384,1.3
SHOP0215,P00540,787.44,EUR,256,3.2
SHOP0336,P00494,889.05,GBP,49,3.4
SHOP0075,P00494,441.75,TRY,285,2.6
SHOP0389,P00563,864.21,EUR,445,3.4
SHOP0214,P00349,430.6,TRY,281,2.6
SHOP0115,P00477,891.65,TRY,61,3.1
SHOP0329,P00919,318.7,EUR,352,0.7
SHOP0203,P00936,930.96,USD,377,2.0
SHOP0206,P00673,54.39,EUR,287,1.4
SHOP0347,P00712,956.94,GBP,415,4.5
SHOP0108,P00985,932.99,EUR,376,1.0
SHOP0181,P00330,412.3,EUR,144,3.8
SHOP0205,P00644,224.42,USD,140,2.2
SHOP0474,P00481,592.2,GBP,38,2.2
SHOP0337,P00302,134.66,EUR,60,0.0
SHOP0078,P00384,434.84,USD,284,4.2
SHOP0321,P00152,876.05,EUR,7,4.4
SHOP0065,P00178,497.67,USD,308,1.5
SHOP0214,P00868,437.49,EUR,363,2.9
SHOP0474,P00658,803.53,EUR,144,1.7
SHOP0494,P00168,201.1,EUR,125,4.0
SHOP0408,P00844,107.11,GBP,237,1.8
SHOP0353,P00117,751.33,USD,365,1.6
SHOP0169,P00197,278.69,USD,219,4.6
SHOP0492,P00743,579.44,GBP,302,1.9
SHOP0145,P00842,345.44,GBP,111,2.0
SHOP0359,P00333,649.75,EUR,162,4.7
SHOP0237,P00436,894.77,TRY,5,2.0
SHOP0324,P00596,577.09,TRY,14,4.5
SHOP0119,P00623,94.07,EUR,90,3.3
SHOP0157,P00275,533.65,EUR,163,4.3
SHOP0360,P00973,680.35,EUR,346,0.5
SHOP0130,P00286,822.88,GBP,46,1.8
SHOP0401,P00726,305.91,EUR,333,4.8
SHOP0083,P00812,987.71,TRY,51,2.9
SHOP0428,P00863,144.06,EUR,290,2.1
SHOP0132,P00120,257.88,USD,14,0.3
SHOP0071,P00507,9.34,EUR,328,2.4
SHOP0067,P00513,740.7,TRY,388,0.1
SHOP0394,P00001,699.93,EUR,241,4.4
SHOP0168,P00855,638.28,GBP,482,4.6
SHOP0340,P00414,296.93,USD,389,3.6
SHOP0248,P00078,569.19,EUR,456,2.2
SHOP0346,P00369,597.19,EUR,311,4.8
SHOP0050,P00213,724.67,GBP,249,0.4
SHOP0208,P00934,484.52,TRY,277,2.9
SHOP0377,P00885,300.83,GBP,128,3.6
SHOP0174,P00466,525.29,TRY,122,1.1
SHOP0158,P00394,691.21,GBP,105,2.4
SHOP0497,P00160,819.25,USD,401,1.1
SHOP0304,P00952,76.5,USD,63,1.2
SHOP0123,P00284,187.28,EUR,335,1.8
SHOP0040,P00155,195.17,USD,293,2.5
SHOP0341,P00687,208.8,GBP,456,3.6
SHOP0030,P00718,138.89,EUR,171,1.6
SHOP0159,P00883,168.67,USD,200,1.3
SHOP0173,P00918,369.47,GBP,16,0.9
SHOP0485,P00248,654.62,EUR,467,1.9
SHOP0317,P00729,526.0,GBP,399,0.7
SHOP0406,P00999,561.15,USD,301,3.3
SHOP0439,P00633,556.02,GBP,257,2.7
SHOP0457,P00364,151.18,USD,245,1.3
SHOP0027,P00045,874.91,GBP,189,1.5
SHOP0374,P00700,592.69,EUR,93,4.3
SHOP0151,P00959,806.86,EUR,197,3.7
SHOP0352,P00925,268.94,EUR,331,0.6
SHOP0337,P00920,151.3,EUR,331,0.7
SHOP0442,P00487,90.07,GBP,402,1.2
SHOP0238,P00771,592.18,EUR,89,1.8
SHOP0044,P00589,999.12,EUR,106,0.1
SHOP0001,P00662,917.54,GBP,32,3.4
SHOP0309,P00294,15.12,GBP,263,3.6
SHOP0192,P00532,636.27,GBP,405,0.8
SHOP0303,P00978,223.17,TRY,486,3.3
SHOP0248,P00092,489.91,GBP,148,1.2
SHOP0361,P00813,674.92,GBP,210,2.3
SHOP0451,P00245,67.29,GBP,321,3.3
SHOP0488,P00831,618.7,GBP,244,1.1
SHOP0069,P00506,190.06,EUR,390,1.4
SHOP0454,P00808,56.27,EUR,385,1.3
SHOP0067,P00498,455.83,USD,158,0.6
SHOP0211,P00083,72.83,EUR,307,2.0
SHOP0414,P00990,485.28,USD,379,3.7
SHOP0456,P00019,379.99,GBP,172,0.8
SHOP0492,P00817,216.67,GBP,70,0.4
SHOP0481,P00548,713.36,EUR,244,3.3
SHOP0317,P00400,540.25,USD,74,0.9
SHOP0073,P00598,6.97,TRY,344,4.4
SHOP0020,P00008,704.74,GBP,353,2.2
SHOP0445,P00965,476.13,EUR,75,0.1
SHOP0026,P00815,604.54,TRY,361,4.3
SHOP0451,P00121,585.8,TRY,352,3.0
SHOP0083,P00539,167.23,GBP,370,0.7
SHOP0421,P00283,495.12,USD,208,3.4
SHOP0143,P00987,775.36,EUR,229,4.5
SHOP0448,P00074,451.07,EUR,389,0.7
SHOP0395,P00178,724.87,EUR,254,0.3
SHOP0177,P00080,403.76,USD,57,0.0
SHOP0211,P00410,136.12,EUR,446,4.0
SHOP0235,P00981,455.31,GBP,396,0.0
SHOP0389,P00712,766.4,EUR,107,0.9
SHOP0391,P00562,493.56,USD,371,0.9
SHOP0329,P00601,352.26,USD,337,3.7
SHOP0485,P00901,300.64,TRY,41,0.1
SHOP0052,P00417,239.55,GBP,219,2.9
SHOP0200,P00449,707.95,GBP,37,2.2
SHOP0020,P00842,82.15,EUR,456,1.2
SHOP0446,P00995,554.7,EUR,255,4.6
SHOP0044,P00610,595.05,TRY,410,2.6
SHOP0331,P00152,291.92,EUR,261,2.6
SHOP0189,P00317,420.47,TRY,24,4.4
SHOP0295,P00842,462.55,GBP,54,0.9
SHOP0499,P00066,998.85,EUR,341,1.6
SHOP0027,P00569,57.11,GBP,372,0.2
SHOP0157,P00451,696.27,TRY,240,4.0
SHOP0191,P00099,483.62,TRY,190,0.4
SHOP0098,P00176,48.55,USD,356,1.0
SHOP0218,P00778,735.68,GBP,210,4.3
SHOP0078,P00001,300.99,GBP,249,0.3
SHOP0441,P00782,748.4,GBP,136,0.6
SHOP0403,P00554,700.15,GBP,467,0.2
SHOP0278,P00617,136.54,TRY,396,4.5
SHOP0210,P00122,249.46,USD,262,2.4
SHOP0129,P00907,956.77,TRY,166,3.7
SHOP0214,P00558,820.63,EUR,47,0.4
SHOP0243,P00354,717.9,GBP,129,2.0
SHOP0302,P00912,831.01,EUR,350,1.5
SHOP0276,P00428,354.77,EUR,189,3.3
SHOP0099,P00603,838.78,USD,480,4.8
SHOP0051,P00026,53.26,EUR,194,4.4
SHOP0314,P00527,257.53,EUR,499,2.2
SHOP0363,P00693,451.89,TRY,163,2.8
SHOP0298,P00169,287.06,EUR,442,1.4
SHOP0459,P00498,675.98,GBP,222,3.0
SHOP0063,P00561,651.92,USD,344,2.8
SHOP0376,P00861,111.1,EUR,24,3.6
SHOP0202,P00657,262.28,TRY,100,3.1
SHOP0187,P00113,958.43,TRY,425,4.6
SHOP0286,P00758,776.71,EUR,31,3.3
SHOP0396,P00696,599.93,EUR,83,1.8
SHOP0272,P00024,110.46,EUR,253,2.7
SHOP0269,P00300,555.6,TRY,482,0.7
SHOP0303,P00976,47.05,TRY,196,4.8
SHOP0281,P00871,476.86,EUR,64,1.4
SHOP0473,P00454,58.84,GBP,414,1.0
SHOP0334,P00793,806.49,GBP,486,4.5
SHOP0261,P00447,303.66,USD,217,1.4
SHOP0297,P00132,522.89,GBP,7,0.8
SHOP0444,P00987,378.77,USD,87,3.3
SHOP0134,P00657,825.78,EUR,276,0.7
SHOP0148,P00189,733.31,GBP,307,0.6
SHOP0234,P00391,331.17,TRY,42,4.8
SHOP0412,P00374,993.22,GBP,183,4.0
SHOP0165,P00940,502.22,EUR,13,0.5
SHOP0349,P00735,448.96,USD,269,4.1
SHOP0040,P00454,936.33,EUR,97,2.5
SHOP0199,P00109,795.36,TRY,302,4.2
SHOP0176,P00900,716.74,TRY,123,4.9
SHOP0391,P00317,243.24,USD,400,5.0
SHOP0288,P00663,760.54,TRY,244,2.2
SHOP0142,P00848,857.77,GBP,58,3.3
SHOP0141,P00457,140.8,TRY,422,3.7
SHOP0287,P00781,315.75,TRY,228,2.2
SHOP0364,P00679,759.4,EUR,118,2.7
SHOP0170,P00912,81.71,EUR,299,3.3
SHOP0389,P00060,801.1,USD,491,2.1
SHOP0284,P00498,439.22,GBP,357,1.5
SHOP0470,P00229,250.39,USD,115,4.4
SHOP0253,P00746,108.54,EUR,439,1.0
SHOP0007,P00874,470.46,EUR,452,2.5
SHOP0281,P00038,182.98,GBP,241,3.7
SHOP0053,P00654,81.89,GBP,237,0.5
SHOP0491,P00747,420.13,USD,8,1.3
SHOP0094,P00986,869.91,GBP,2,0.8
SHOP0358,P00047,996.55,EUR,94,0.7
SHOP0068,P00632,383.39,USD,430,4.7
SHOP0084,P00904,826.73,TRY,486,3.7
SHOP0201,P00135,713.99,TRY,98,3.5
SHOP0452,P00508,99.75,GBP,128,4.8
SHOP0339,P00592,722.99,GBP,30,3.0
SHOP0290,P00512,992.96,EUR,46,3.3
SHOP0106,P00729,944.23,TRY,208,4.8
SHOP0400,P00629,590.11,TRY,454,1.5
SHOP0270,P00761,349.89,EUR,81,1.8
SHOP0071,P00998,89.09,USD,33,0.6
SHOP0253,P00547,436.37,TRY,257,2.5
SHOP0103,P00737,13.96,EUR,294,4.4
SHOP0067,P00263,493.76,GBP,1,3.8
SHOP0381,P00404,984.49,USD,281,1.6
SHOP0189,P00299,631.64,EUR,106,3.3
SHOP0294,P00450,621.96,TRY,476,1.7
SHOP0074,P00226,571.54,GBP,65,3.2
SHOP0450,P00263,738.86,EUR,98,2.7
SHOP0222,P00240,977.11,GBP,392,3.9
SHOP0421,P00905,308.68,EUR,381,3.9
SHOP0169,P00199,14.62,USD,385,4.5
SHOP0342,P00071,60.87,GBP,128,4.3
SHOP0065,P00188,804.01,EUR,72,0.9
SHOP0025,P00109,734.74,EUR,65,2.0
SHOP0039,P00457,862.75,TRY,26,3.6
SHOP0488,P00784,16.87,EUR,426,0.0
SHOP0233,P00515,311.69,GBP,66,0.5
SHOP0087,P00761,718.13,TRY,469,1.5
SHOP0089,P00929,431.9,USD,475,4.0
SHOP0394,P00577,952.67,USD,395,3.4
SHOP0084,P00838,649.65,EUR,154,2.3
SHOP0308,P00998,469.41,EUR,227,2.8
SHOP0470,P00888,377.63,EUR,294,1.4
SHOP0491,P00963,393.77,TRY,58,3.5
SHOP0289,P00571,886.76,USD,380,4.9
SHOP0043,P00259,476.29,GBP,206,4.1
SHOP0069,P00658,416.6,GBP,427,3.2
SHOP0018,P00308,939.37,TRY,147,4.5
SHOP0037,P00464,962.97,USD,166,4.7
SHOP0170,P00250,974.23,EUR,303,0.9
SHOP0113,P00305,139.75,USD,296,4.8
SHOP0032,P00679,565.23,TRY,172,1.9
SHOP0264,P00235,455.44,GBP,427,4.3
SHOP0290,P00872,60.71,USD,99,0.2
SHOP0055,P00555,973.83,TRY,373,3.6
SHOP0158,P00160,802.86,USD,204,2.4
SHOP0465,P00118,64.49,GBP,32,0.9
SHOP0288,P00420,63.26,EUR,47,4.3
SHOP0309,P00901,303.41,TRY,268,2.2
SHOP0324,P00183,922.59,USD,442,3.6
SHOP0142,P00744,999.09,TRY,497,1.2
SHOP0071,P00718,616.79,TRY,47,0.1
SHOP0139,P00085,340.38,GBP,5,4.5
SHOP0422,P00468,989.9,USD,334,3.5
SHOP0325,P00987,615.43,GBP,125,1.1
SHOP0352,P00031,122.25,USD,463,3.1
SHOP0281,P00158,865.09,TRY,192,2.5
SHOP0448,P00209,953.1,USD,445,3.4
SHOP0031,P00549,412.12,TRY,239,3.0
SHOP0416,P00472,566.73,TRY,296,1.3
SHOP0252,P00582,435.32,TRY,48,4.4
SHOP0487,P00520,686.42,GBP,6,2.3
SHOP0374,P00435,561.59,USD,159,2.5
SHOP0063,P00225,392.32,GBP,273,0.3
SHOP0249,P00595,56.64,GBP,254,3.4
SHOP0134,P00875,614.85,GBP,329,2.2
SHOP0477,P00182,539.96,EUR,478,0.1
SHOP0093,P00783,832.81,TRY,305,3.6
SHOP0491,P00854,417.8,GBP,354,3.9
SHOP0496,P00036,181.93,GBP,18,3.8
SHOP0247,P00371,785.71,EUR,402,1.9
SHOP0355,P00124,292.04,GBP,378,4.3
SHOP0241,P00523,444.52,USD,270,3.6
SHOP0326,P00258,67.33,EUR,85,4.0
SHOP0156,P00386,685.38,EUR,357,4.3
SHOP0198,P00365,93.47,TRY,18,4.6
SHOP0103,P00304,542.87,GBP,159,2.2
SHOP0099,P00890,601.58,USD,498,0.2
SHOP0325,P00046,573.24,TRY,484,2.1
SHOP0039,P00598,94.87,TRY,75,0.3
SHOP0440,P00958,399.47,GBP,9,4.3
SHOP0352,P00023,860.93,TRY,438,4.0
SHOP0240,P00745,796.97,EUR,374,0.3
SHOP0101,P00345,617.79,EUR,399,1.0
SHOP0422,P00144,83.87,GBP,132,4.4
SHOP0321,P00229,489.01,TRY,2,4.6
SHOP0279,P00745,849.09,GBP,122,3.5
SHOP0015,P00605,804.79,TRY,192,2.8
SHOP0415,P00586,517.46,EUR,446,3.4
SHOP0133,P00731,63.89,USD,322,0.4
SHOP0272,P00069,699.45,USD,315,4.7
SHOP0491,P00631,770.52,USD,212,2.5
SHOP0187,P00320,714.51,EUR,477,1.1
SHOP0044,P00309,261.75,GBP,497,4.7
SHOP0394,P00485,987.53,TRY,344,1.8
SHOP0475,P00127,70.66,TRY,314,4.8
SHOP0333,P00497,470.28,USD,135,2.9
SHOP0382,P00592,944.9,TRY,170,0.2
SHOP0437,P00867,16.59,EUR,227,0.7
SHOP0151,P00250,462.47,GBP,351,1.7
SHOP0462,P00214,592.37,USD,377,0.6
SHOP0179,P00695,310.35,TRY,402,0.6
SHOP0027,P00286,597.67,TRY,481,2.4
SHOP0126,P00570,267.66,GBP,297,0.3
SHOP0377,P00890,221.85,TRY,98,3.0
SHOP0270,P00244,266.45,USD,68,1.0
SHOP0235,P00515,884.01,USD,17,0.7
SHOP0464,P00334,172.08,GBP,42,1.4
SHOP0317,P00144,15.57,USD,465,4.5
SHOP0388,P00688,130.24,GBP,336,4.3
SHOP0483,P00178,724.28,TRY,67,4.8
SHOP0440,P00899,195.08,EUR,245,4.3
SHOP0306,P00135,364.95,USD,16,0.2
SHOP0082,P00362,485.65,EUR,378,3.6
SHOP0253,P00820,363.3,TRY,493,2.6
